식품명,식품대분류명,영양성분함량기준량,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg),식품기원명
닭볶음(닭갈비),볶음류,100g,186,7.93,13.98,10.96,338,가정식(분석 함량)
닭볶음(닭갈비)_닭가슴살_피망,볶음류,100g,122,1.38,16.39,5.65,490,가정식(분석 함량)
당근볶음,볶음류,100g,95,7.79,0.93,6.63,216,가정식(분석 함량)
돼지고기볶음_김치,볶음류,100g,161,5.93,11.81,10.05,510,가정식(분석 함량)
돼지고기볶음_채소,볶음류,100g,169,8.63,16.57,7.59,346,가정식(분석 함량)
돼지고기볶음(제육볶음),볶음류,100g,195,4.73,12.15,14.19,501,가정식(분석 함량)
떡볶이,볶음류,100g,144,25.96,3.51,2.96,391,가정식(분석 함량)
떡볶이_채소,볶음류,100g,258,57.06,3.12,1.88,269,가정식(분석 함량)
라볶이,볶음류,100g,134,20.14,2.83,4.71,311,가정식(분석 함량)
마늘쫑볶음,볶음류,100g,89,13.17,3.25,2.54,562,가정식(분석 함량)
마늘쫑볶음_멸치,볶음류,100g,117,15.42,7.54,2.78,505,가정식(분석 함량)
마파두부,볶음류,100g,109,5.36,7.29,6.48,352,가정식(분석 함량)
멸치볶음,볶음류,100g,276,13.62,39.44,7.08,2606,가정식(분석 함량)
멸치볶음_견과류,볶음류,100g,414,18.36,30.40,24.32,1828,가정식(분석 함량)
멸치볶음_꽈리고추,볶음류,100g,253,7.96,23.62,14.08,1334,가정식(분석 함량)
멸치볶음_마늘쫑,볶음류,100g,277,12.42,32.40,10.84,2501,가정식(분석 함량)
멸치볶음_풋고추,볶음류,100g,190,13.30,20.62,6.00,1345,가정식(분석 함량)
문어볶음_고추장,볶음류,100g,88,8.62,10.97,1.02,487,가정식(분석 함량)
미역줄기볶음,볶음류,100g,77,4.85,0.96,5.95,505,가정식(분석 함량)
버섯볶음_느타리,볶음류,100g,94,6.78,2.80,6.20,524,가정식(분석 함량)
버섯볶음_새송이버섯,볶음류,100g,121,9.29,2.95,8.03,341,가정식(분석 함량)
브로콜리볶음,볶음류,100g,51,5.53,4.42,1.28,94,가정식(분석 함량)
삼겹살볶음_묵은지김치,볶음류,100g,151,8.40,5.76,10.49,604,가정식(분석 함량)
새우볶음,볶음류,100g,83,5.96,9.91,2.21,326,가정식(분석 함량)
소고기볶음_고추장,볶음류,100g,197,10.70,14.36,10.79,554,가정식(분석 함량)
소고기볶음_버섯,볶음류,100g,144,6.92,11.59,7.73,369,가정식(분석 함량)
소고기볶음_채소,볶음류,100g,126,6.44,12.80,5.40,269,가정식(분석 함량)
소시지볶음,볶음류,100g,280,14.41,11.94,19.38,887,가정식(분석 함량)
애호박 볶음,볶음류,100g,59,5.30,1.32,3.62,447,가정식(분석 함량)
양파볶음,볶음류,100g,56,9.51,0.99,1.54,274,가정식(분석 함량)
어묵볶음,볶음류,100g,197,24.33,8.41,7.29,818,가정식(분석 함량)
어묵볶음_채소,볶음류,100g,152,17.20,6.33,6.41,632,가정식(분석 함량)
오징어볶음,볶음류,100g,128,7.43,9.85,6.52,310,가정식(분석 함량)
유산슬,볶음류,100g,86,4.10,7.54,4.40,211,가정식(분석 함량)
잔멸치볶음_견과류,볶음류,100g,388,22.64,24.34,22.22,1753,가정식(분석 함량)
잔멸치볶음_꽈리고추,볶음류,100g,293,9.24,24.78,17.48,1266,가정식(분석 함량)
잔멸치볶음_풋고추,볶음류,100g,256,16.94,28.24,8.32,2070,가정식(분석 함량)
잔멸치볶음_홍고추_풋고추,볶음류,100g,228,5.72,33.28,8.00,2061,가정식(분석 함량)
잡채,볶음류,100g,146,24.26,4.71,3.30,360,가정식(분석 함량)
잡채_어묵,볶음류,100g,148,26.13,2.34,3.78,429,가정식(분석 함량)
잡채_콩나물,볶음류,100g,67,12.55,1.93,0.97,619,가정식(분석 함량)
죽순볶음_소고기,볶음류,100g,120,3.78,13.68,5.59,214,가정식(분석 함량)
팔보채,볶음류,100g,90,3.42,12.42,2.90,856,가정식(분석 함량)
풋고추볶음,볶음류,100g,70,8.25,1.93,3.23,276,가정식(분석 함량)
햄볶음_채소,볶음류,100g,183,9.60,10.47,11.37,803,가정식(분석 함량)
감자조림,조림류,100g,114,18.10,2.40,3.52,487,가정식(분석 함량)
고등어조림,조림류,100g,141,4.10,11.25,8.84,390,가정식(분석 함량)
꽁치조림,조림류,100g,244,5.14,15.52,17.87,350,가정식(분석 함량)
닭볶음탕,조림류,100g,111,8.52,11.91,3.22,376,가정식(분석 함량)
닭조림,조림류,100g,197,6.57,18.03,10.90,470,가정식(분석 함량)
닭조림_고추장,조림류,100g,152,13.25,9.12,6.94,290,가정식(분석 함량)
두부조림,조림류,100g,143,4.40,9.64,9.66,161,가정식(분석 함량)
땅콩조림,조림류,100g,483,19.95,18.75,36.40,574,가정식(분석 함량)
멸치조림,조림류,100g,318,8.93,40.92,13.22,3163,가정식(분석 함량)
무조림,조림류,100g,48,4.29,2.26,2.38,779,가정식(분석 함량)
미트볼조림,조림류,100g,221,12.95,18.15,10.73,315,가정식(분석 함량)
버섯조림,조림류,100g,60,6.23,4.38,2.00,302,가정식(분석 함량)
병어조림,조림류,100g,112,4.87,12.46,4.78,842,가정식(분석 함량)
삼치조림,조림류,100g,125,2.61,15.88,5.63,441,가정식(분석 함량)
양미리조림,조림류,100g,65,9.09,5.76,0.66,711,가정식(분석 함량)
어묵조림,조림류,100g,159,23.16,5.83,4.73,428,가정식(분석 함량)
연근조림,조림류,100g,174,29.42,2.68,5.10,661,가정식(분석 함량)
오징어조림,조림류,100g,137,12.45,16.55,2.37,1469,가정식(분석 함량)
오징어채조림,조림류,100g,240,25.36,23.52,4.90,1130,가정식(분석 함량)
우엉조림,조림류,100g,188,34.80,4.80,3.33,1174,가정식(분석 함량)
장조림_달걀,조림류,100g,138,8.67,9.85,7.12,628,가정식(분석 함량)
장조림_메추리알,조림류,100g,203,6.30,14.25,13.41,755,가정식(분석 함량)
장조림_소고기,조림류,100g,69,4.84,10.41,0.86,543,가정식(분석 함량)
장조림_소고기_메추리알,조림류,100g,157,15.56,11.69,5.39,877,가정식(분석 함량)
쥐포조림,조림류,100g,276,36.12,13.03,8.86,1265,가정식(분석 함량)
코다리조림,조림류,100g,86,4.16,16.46,0.40,466,가정식(분석 함량)
콩조림(콩자반),조림류,100g,281,34.83,17.97,7.73,868,가정식(분석 함량)
감자튀김,튀김류,100g,312,35.15,4.55,17.01,78,가정식(분석 함량)
김튀김,튀김류,100g,522,54.36,11.00,28.90,606,가정식(분석 함량)
다시마튀각,튀김류,100g,462,47.32,8.44,26.52,1305,가정식(분석 함량)
닭다리튀김_간장,튀김류,100g,323,17.88,18.86,19.60,410,가정식(분석 함량)
닭튀김_날개,튀김류,100g,257,10.49,17.17,16.27,269,가정식(분석 함량)
떡강정,튀김류,100g,249,47.89,3.79,4.72,446,가정식(분석 함량)
미역튀각,튀김류,100g,443,21.14,13.24,33.90,5223,가정식(분석 함량)
탕수육_새우,튀김류,100g,116,13.02,6.65,4.20,492,가정식(분석 함량)
가지나물,나물·숙채류,100g,36,4.18,1.42,1.50,274,가정식(분석 함량)
고구마줄기나물,나물·숙채류,100g,83,4.10,0.98,7.00,179,가정식(분석 함량)
고사리나물무침,나물·숙채류,100g,90,6.28,3.78,5.52,441,가정식(분석 함량)
고춧잎나물무침,나물·숙채류,100g,88,7.14,4.41,4.69,797,가정식(분석 함량)
깻잎나물,나물·숙채류,100g,78,5.04,2.68,5.18,362,가정식(분석 함량)
냉이나물,나물·숙채류,100g,111,15.70,5.02,3.07,718,가정식(분석 함량)
도라지나물무침,나물·숙채류,100g,130,13.12,2.48,7.52,411,가정식(분석 함량)
머위대나물무침,나물·숙채류,100g,58,4.76,3.96,2.56,363,가정식(분석 함량)
무나물무침,나물·숙채류,100g,21,3.64,0.62,0.46,352,가정식(분석 함량)
방풍나물무침,나물·숙채류,100g,76,10.74,4.39,1.73,267,가정식(분석 함량)
배추나물,나물·숙채류,100g,61,8.45,2.01,2.19,276,가정식(분석 함량)
비름나물무침,나물·숙채류,100g,73,5.70,3.46,4.05,335,가정식(분석 함량)
숙주나물,나물·숙채류,100g,35,2.96,2.22,1.58,403,가정식(분석 함량)
시금치나물,나물·숙채류,100g,69,3.36,3.74,4.46,136,가정식(분석 함량)
시래기나물무침,나물·숙채류,100g,114,7.74,4.32,7.28,514,가정식(분석 함량)
씀바귀나물무침,나물·숙채류,100g,97,16.57,3.87,1.73,204,가정식(분석 함량)
열무나물,나물·숙채류,100g,82,4.76,3.91,5.30,460,가정식(분석 함량)
열무나물_된장,나물·숙채류,100g,68,4.09,3.71,4.09,379,가정식(분석 함량)
유채나물,나물·숙채류,100g,96,7.82,5.80,4.60,1279,가정식(분석 함량)
참나물,나물·숙채류,100g,60,4.14,2.51,3.69,218,가정식(분석 함량)
취나물_된장,나물·숙채류,100g,44,4.12,3.08,1.66,235,가정식(분석 함량)
취나물_취나물(마른것),나물·숙채류,100g,89,6.40,3.62,5.40,133,가정식(분석 함량)
콩나물무침,나물·숙채류,100g,69,3.20,3.86,4.54,387,가정식(분석 함량)
콩나물무침_고춧가루,나물·숙채류,100g,93,5.93,3.93,5.93,203,가정식(분석 함량)
토란대나물무침,나물·숙채류,100g,68,4.22,5.14,3.38,222,가정식(분석 함량)
호박오가리나물무침,나물·숙채류,100g,201,21.46,6.14,10.01,1849,가정식(분석 함량)
가죽나물무침,생채·무침류,100g,76,10.05,5.83,1.35,276,가정식(분석 함량)
겉절이_배추,생채·무침류,100g,55,6.58,2.28,2.14,328,가정식(분석 함량)
겉절이_상추,생채·무침류,100g,61,5.26,2.36,3.41,431,가정식(분석 함량)
겉절이_열무,생채·무침류,100g,58,5.38,2.40,2.94,891,가정식(분석 함량)
겉절이_치커리,생채·무침류,100g,56,4.40,1.49,3.65,177,가정식(분석 함량)
골뱅이무침_소면,생채·무침류,100g,109,18.91,5.01,1.47,281,가정식(분석 함량)
굴무침,생채·무침류,100g,77,7.30,6.68,2.31,204,가정식(분석 함량)
김무침,생채·무침류,100g,259,19.33,21.17,10.73,1011,가정식(분석 함량)
낙지무침,생채·무침류,100g,77,3.96,12.41,1.24,340,가정식(분석 함량)
냉채_닭고기,생채·무침류,100g,90,5.00,13.08,1.95,151,가정식(분석 함량)
다시마무침,생채·무침류,100g,48,6.80,2.57,1.18,2759,가정식(분석 함량)
달래무침,생채·무침류,100g,63,6.07,2.92,3.02,567,가정식(분석 함량)
도라지생채,생채·무침류,100g,77,16.15,2.06,0.51,283,가정식(분석 함량)
두릅무침_초고추장,생채·무침류,100g,67,7.89,2.16,3.01,205,가정식(분석 함량)
마늘쫑무침,생채·무침류,100g,106,12.77,2.73,4.93,313,가정식(분석 함량)
무말랭이무침,생채·무침류,100g,121,22.50,4.20,1.55,450,가정식(분석 함량)
무생채,생채·무침류,100g,49,7.33,2.43,1.11,821,가정식(분석 함량)
무생채_굴,생채·무침류,100g,50,5.92,3.68,1.26,366,가정식(분석 함량)
묵무침_도토리묵,생채·무침류,100g,74,10.92,0.93,2.95,319,가정식(분석 함량)
물회_오징어,생채·무침류,100g,49,3.26,6.19,1.20,364,가정식(분석 함량)
미나리무침,생채·무침류,100g,46,5.41,1.31,2.13,765,가정식(분석 함량)
미역초무침,생채·무침류,100g,35,5.24,1.18,1.02,452,가정식(분석 함량)
민들레잎무침,생채·무침류,100g,81,12.32,2.69,2.33,248,가정식(분석 함량)
버섯무침_느타리버섯,생채·무침류,100g,59,3.44,2.74,3.77,311,가정식(분석 함량)
부추무침,생채·무침류,100g,92,6.25,3.50,5.92,666,가정식(분석 함량)
부추무침_양파,생채·무침류,100g,44,6.81,1.83,1.07,326,가정식(분석 함량)
북어채무침,생채·무침류,100g,188,12.05,28.40,2.91,756,가정식(분석 함량)
샐러드_감자,생채·무침류,100g,126,12.25,1.31,7.99,236,가정식(분석 함량)
샐러드_단호박,생채·무침류,100g,162,18.77,1.48,8.97,70,가정식(분석 함량)
샐러드_닭가슴살,생채·무침류,100g,135,5.36,7.17,9.49,88,가정식(분석 함량)
샐러드_새싹,생채·무침류,100g,74,4.96,2.77,4.81,156,가정식(분석 함량)
샐러드_양배추,생채·무침류,100g,150,8.47,2.69,11.71,97,가정식(분석 함량)
샐러드_양상추,생채·무침류,100g,126,3.42,4.91,10.30,158,가정식(분석 함량)
샐러드_옥수수,생채·무침류,100g,166,12.68,1.96,11.94,483,가정식(분석 함량)
샐러드_참치,생채·무침류,100g,151,7.52,10.82,8.65,299,가정식(분석 함량)
샐러드_채소,생채·무침류,100g,145,5.10,1.16,13.35,74,가정식(분석 함량)
양장피,생채·무침류,100g,133,10.95,7.30,6.63,496,가정식(분석 함량)
오이무침_부추,생채·무침류,100g,31,5.01,1.95,0.39,1070,가정식(분석 함량)
오이생채,생채·무침류,100g,69,8.96,1.78,2.90,474,가정식(분석 함량)
오이지무침,생채·무침류,100g,52,4.21,0.96,3.51,1615,가정식(분석 함량)
오징어무침_채소,생채·무침류,100g,62,7.60,5.85,0.93,162,가정식(분석 함량)
오징어채무침,생채·무침류,100g,258,28.41,23.60,5.53,1803,가정식(분석 함량)
톳나물무침,생채·무침류,100g,75,12.28,1.87,2.09,600,가정식(분석 함량)
파래무침,생채·무침류,100g,49,4.97,3.53,1.70,736,가정식(분석 함량)
파무침,생채·무침류,100g,71,9.08,2.25,2.81,424,가정식(분석 함량)
풋고추된장무침_풋고추,생채·무침류,100g,124,12.00,2.37,7.35,183,가정식(분석 함량)
풋마늘무침,생채·무침류,100g,71,11.27,4.14,1.04,477,가정식(분석 함량)
피조개무침,생채·무침류,100g,52,6.07,4.71,0.95,223,가정식(분석 함량)
해초무침,생채·무침류,100g,39,8.52,0.95,0.16,862,가정식(분석 함량)
회무침,생채·무침류,100g,82,8.60,8.09,1.65,275,가정식(분석 함량)
회무침_가오리,생채·무침류,100g,81,6.35,11.33,1.16,354,가정식(분석 함량)
돌나물무침,생채·무침류,100g,69,8.30,1.66,3.18,360,가정식(분석 함량)
고들빼기김치,김치류,100g,71,11.52,3.00,1.38,605,가정식(분석 함량)
깍두기,김치류,100g,33,4.24,1.56,1.06,808,가정식(분석 함량)
깻잎김치,김치류,100g,62,8.92,2.82,1.72,924,가정식(분석 함량)
나박김치,김치류,100g,10,1.15,0.46,0.38,377,가정식(분석 함량)
동치미,김치류,100g,14,2.28,0.29,0.37,412,가정식(분석 함량)
물김치_돌나물,김치류,100g,5,0.75,0.31,0.08,237,가정식(분석 함량)
보쌈김치,김치류,100g,30,3.73,2.19,0.72,661,가정식(분석 함량)
부추김치,김치류,100g,47,6.36,2.68,1.16,761,가정식(분석 함량)
얼갈이배추김치,김치류,100g,63,10.94,1.59,1.45,246,가정식(분석 함량)
오이김치,김치류,100g,38,5.64,2.06,0.80,466,가정식(분석 함량)
가자미식해,젓갈류,100g,134,11.64,11.09,4.81,685,가정식(분석 함량)
갈치젓_양념,젓갈류,100g,149,10.28,15.53,5.08,5023,가정식(분석 함량)
멸치젓_양념,젓갈류,100g,90,7.40,11.40,1.60,6667,가정식(분석 함량)
새우젓_양념,젓갈류,100g,69,6.00,7.10,1.80,7402,가정식(분석 함량)
오징어젓_양념,젓갈류,100g,60,3.40,10.10,0.70,2151,가정식(분석 함량)
꽃게장_간장,젓갈류,100g,62,6.04,7.02,1.10,1089,가정식(분석 함량)
꽃게장_양념,젓갈류,100g,97,12.61,10.23,0.61,804,가정식(분석 함량)
단무지,장아찌·절임류,100g,13,2.40,0.33,0.20,552,가정식(분석 함량)
더덕장아찌,장아찌·절임류,100g,141,28.90,4.47,0.89,1167,가정식(분석 함량)
매실장아찌_우메보시(일본),장아찌·절임류,100g,65,11.03,1.27,1.77,3728,가정식(분석 함량)
무짠지,장아찌·절임류,100g,11,1.98,0.54,0.12,2382,가정식(분석 함량)
무초절임(치킨무),장아찌·절임류,100g,17,3.05,0.52,0.30,189,가정식(분석 함량)
오이장아찌,장아찌·절임류,100g,14,2.54,0.36,0.28,740,가정식(분석 함량)
오이지,장아찌·절임류,100g,21,2.84,0.74,0.72,2050,가정식(분석 함량)
미숫가루,음료 및 차류,100g,70,10.42,2.08,2.27,24,가정식(분석 함량)
육회,수·조·어·육류,100g,130,8.12,9.93,6.43,418,가정식(분석 함량)
리소토/리조또_스파이시 씨푸드 리조또,밥류,100g,148,,5.81,,276,외식(프랜차이즈 등 업체 제공 영양정보)
리소토/리조또_치킨 크림 리조또,밥류,100g,185,,6.22,,217,외식(프랜차이즈 등 업체 제공 영양정보)
리소토/리조또_베이컨크림리조또,밥류,100g,173,,3.71,,258,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_갈비천왕 치즈 치밥,밥류,100g,208,22.04,10.97,,497,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_달걀듬뿍 볶음밥,밥류,100g,170,,5.38,,445,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_닭갈비 볶음밥,밥류,100g,180,,5.00,,428,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_볼케이노 치즈 치밥,밥류,100g,198,20.66,12.81,,461,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_의성마늘 볶음밥,밥류,100g,199,,3.41,,390,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_낙지볶음밥,밥류,100g,182,,3.30,,539,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_불고기볶음밥,밥류,100g,175,,3.80,,470,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_새우볶음밥,밥류,100g,161,,2.60,,342,외식(프랜차이즈 등 업체 제공 영양정보)
볶음밥_목동햄볶음밥,밥류,100g,171,,3.09,,247,외식(프랜차이즈 등 업체 제공 영양정보)
오므라이스_수플레 오믈렛 라이스,밥류,100g,167,,4.94,,490,외식(프랜차이즈 등 업체 제공 영양정보)
주먹밥_전주비빔라이스버거,밥류,100g,201,,6.03,,512,외식(프랜차이즈 등 업체 제공 영양정보)
주먹밥_까르보나라 구운주먹밥,밥류,100g,211,,6.00,,342,외식(프랜차이즈 등 업체 제공 영양정보)
주먹밥_매콤 로제 구운주먹밥,밥류,100g,209,,5.00,,518,외식(프랜차이즈 등 업체 제공 영양정보)
김치 볶음밥_치즈오븐김치볶음밥,밥류,100g,160,16.50,8.29,6.36,678,외식(프랜차이즈 등 업체 제공 영양정보)
김치 볶음밥_치즈오븐김치볶음밥,밥류,100g,196,,7.87,,791,외식(프랜차이즈 등 업체 제공 영양정보)
찹쌀떡_요아정 고구마크림 찹쌀떡,빵 및 과자류,100g,238,45.00,2.50,5.50,225,외식(프랜차이즈 등 업체 제공 영양정보)
찹쌀떡_요아정 딸기요거트크림 찹쌀떡,빵 및 과자류,100g,238,45.00,2.50,5.25,200,외식(프랜차이즈 등 업체 제공 영양정보)
찹쌀떡_요아정 쑥팥크림 찹쌀떡,빵 및 과자류,100g,263,47.50,5.00,5.50,225,외식(프랜차이즈 등 업체 제공 영양정보)
찹쌀떡_요아정 카스테라 생크림 찹쌀떡,빵 및 과자류,100g,250,42.50,2.50,7.25,225,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_강원도알감자빵 (5개입),빵 및 과자류,100g,244,,3.13,,400,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_강원도알감자빵,빵 및 과자류,100g,250,,3.13,,406,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_감자쫀득볼,빵 및 과자류,100g,313,,3.95,,280,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_못난이 감자크럼볼,빵 및 과자류,100g,211,45.33,1.33,,307,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_포슬쫀득 감자빵,빵 및 과자류,100g,284,,3.64,,519,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_못난이감자크럼볼,빵 및 과자류,100g,247,,1.33,,8,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_진짜감자빵,빵 및 과자류,100g,242,38.08,2.50,8.58,295,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_쫀득 감자빵,빵 및 과자류,100g,246,,5.00,,192,외식(프랜차이즈 등 업체 제공 영양정보)
감자빵_찐찐 감자빵,빵 및 과자류,100g,247,,2.22,,344,외식(프랜차이즈 등 업체 제공 영양정보)
